CMDLINE /opt/apps/intel13/python/2.7.9/bin/python worldline/job_scripts/run_select_ids.py
MEM 19.566406 1500956868.4508
MEM 19.539062 1500956868.4509
MEM 19.539062 1500956868.4510
MEM 19.539062 1500956868.4510
MEM 19.539062 1500956868.4511
MEM 19.539062 1500956868.4512
MEM 19.539062 1500956868.4513
MEM 19.539062 1500956868.4514
MEM 19.539062 1500956868.4515
MEM 19.539062 1500956868.4516
MEM 19.539062 1500956868.4517
MEM 19.539062 1500956868.4518
MEM 19.539062 1500956868.4519
MEM 19.539062 1500956868.4520
MEM 19.539062 1500956868.4521
MEM 19.539062 1500956868.4522
MEM 19.539062 1500956868.4523
MEM 19.539062 1500956868.4523
MEM 19.539062 1500956868.4524
MEM 19.542969 1500956868.4525
MEM 19.542969 1500956868.4526
MEM 19.542969 1500956868.4527
MEM 19.539062 1500956868.4528
MEM 19.539062 1500956868.4529
MEM 19.539062 1500956868.4530
MEM 19.539062 1500956868.4531
MEM 19.539062 1500956868.4532
MEM 19.539062 1500956868.4533
MEM 19.539062 1500956868.4534
MEM 19.539062 1500956868.4535
MEM 19.539062 1500956868.4536
MEM 19.539062 1500956868.4537
MEM 19.539062 1500956868.4538
MEM 19.539062 1500956868.4538
MEM 19.578125 1500956868.4539
MEM 19.578125 1500956868.4540
MEM 19.578125 1500956868.4541
MEM 19.539062 1500956868.4542
MEM 19.539062 1500956868.4543
MEM 19.539062 1500956868.4544
MEM 19.539062 1500956868.4545
MEM 19.539062 1500956868.4546
MEM 19.539062 1500956868.4547
MEM 19.539062 1500956868.4548
MEM 19.539062 1500956868.4549
MEM 19.539062 1500956868.4550
MEM 19.539062 1500956868.4551
MEM 19.539062 1500956868.4552
MEM 19.539062 1500956868.4553
MEM 19.539062 1500956868.4554
MEM 19.539062 1500956868.4555
MEM 19.539062 1500956868.4556
MEM 19.539062 1500956868.4557
MEM 19.539062 1500956868.4558
MEM 19.550781 1500956868.4559
MEM 19.550781 1500956868.4559
MEM 19.539062 1500956868.4560
MEM 19.539062 1500956868.4561
MEM 19.539062 1500956868.4562
MEM 19.539062 1500956868.4563
MEM 19.539062 1500956868.4564
MEM 19.539062 1500956868.4565
MEM 19.539062 1500956868.4566
MEM 19.539062 1500956868.4567
MEM 19.539062 1500956868.4568
MEM 19.539062 1500956868.4569
MEM 19.539062 1500956868.4570
MEM 19.539062 1500956868.4571
MEM 19.539062 1500956868.4571
MEM 19.539062 1500956868.4572
MEM 19.539062 1500956868.4573
MEM 19.539062 1500956868.4574
MEM 19.539062 1500956868.4575
MEM 19.621094 1500956868.4576
MEM 19.632812 1500956868.4577
MEM 19.632812 1500956868.4578
MEM 19.582031 1500956868.4579
MEM 19.582031 1500956868.4580
MEM 19.582031 1500956868.4581
MEM 19.582031 1500956868.4582
MEM 19.582031 1500956868.4583
MEM 19.582031 1500956868.4584
MEM 19.582031 1500956868.4584
MEM 19.582031 1500956868.4585
MEM 19.582031 1500956868.4586
MEM 19.582031 1500956868.4587
MEM 19.582031 1500956868.4588
MEM 19.582031 1500956868.4589
MEM 19.582031 1500956868.4590
MEM 19.582031 1500956868.4591
MEM 19.609375 1500956868.4592
MEM 19.609375 1500956868.4593
MEM 19.582031 1500956868.4594
MEM 19.582031 1500956868.4595
MEM 19.582031 1500956868.4596
MEM 19.582031 1500956868.4597
MEM 19.582031 1500956868.4598
MEM 19.582031 1500956868.4599
MEM 19.582031 1500956868.4600
MEM 19.582031 1500956868.4601
MEM 19.582031 1500956868.4601
MEM 19.582031 1500956868.4602
MEM 19.582031 1500956868.4603
MEM 19.582031 1500956868.4604
MEM 19.582031 1500956868.4605
MEM 19.597656 1500956868.4606
MEM 19.597656 1500956868.4607
MEM 19.597656 1500956868.4608
MEM 19.589844 1500956868.4609
MEM 19.613281 1500956868.4610
MEM 19.636719 1500956868.4611
MEM 19.660156 1500956868.4612
MEM 19.671875 1500956868.4613
MEM 19.671875 1500956868.4613
MEM 19.671875 1500956868.4614
MEM 19.671875 1500956868.4615
MEM 19.671875 1500956868.4616
MEM 19.671875 1500956868.4617
MEM 19.671875 1500956868.4618
MEM 19.671875 1500956868.4619
MEM 19.671875 1500956868.4620
MEM 19.671875 1500956868.4621
MEM 19.671875 1500956868.4622
MEM 19.671875 1500956868.4623
MEM 19.671875 1500956868.4624
MEM 19.710938 1500956868.4625
MEM 19.738281 1500956868.4626
MEM 19.738281 1500956868.4627
MEM 19.753906 1500956868.4627
MEM 19.753906 1500956868.4628
MEM 19.714844 1500956868.4629
MEM 19.714844 1500956868.4630
MEM 19.714844 1500956868.4631
MEM 19.714844 1500956868.4632
MEM 19.714844 1500956868.4633
MEM 19.714844 1500956868.4634
MEM 19.714844 1500956868.4635
MEM 19.714844 1500956868.4636
MEM 19.714844 1500956868.4637
MEM 19.714844 1500956868.4638
MEM 19.714844 1500956868.4638
MEM 19.714844 1500956868.4639
MEM 19.714844 1500956868.4641
MEM 19.714844 1500956868.4642
MEM 19.718750 1500956868.4643
MEM 19.718750 1500956868.4644
MEM 19.714844 1500956868.4645
MEM 19.714844 1500956868.4646
MEM 19.714844 1500956868.4646
MEM 19.714844 1500956868.4647
MEM 19.714844 1500956868.4648
MEM 19.714844 1500956868.4649
MEM 19.714844 1500956868.4650
MEM 19.714844 1500956868.4651
MEM 19.714844 1500956868.4652
MEM 19.714844 1500956868.4653
MEM 19.714844 1500956868.4654
MEM 19.714844 1500956868.4655
MEM 19.714844 1500956868.4656
MEM 19.718750 1500956868.4657
MEM 19.718750 1500956868.4658
MEM 19.714844 1500956868.4658
MEM 19.714844 1500956868.4659
MEM 19.714844 1500956868.4660
MEM 19.714844 1500956868.4661
MEM 19.714844 1500956868.4662
MEM 19.714844 1500956868.4663
MEM 19.714844 1500956868.4664
MEM 19.714844 1500956868.4665
MEM 19.714844 1500956868.4666
MEM 19.714844 1500956868.4667
MEM 19.714844 1500956868.4668
MEM 19.714844 1500956868.4669
MEM 19.714844 1500956868.4669
MEM 19.804688 1500956868.4670
MEM 19.859375 1500956868.4671
MEM 19.906250 1500956868.4672
MEM 19.914062 1500956868.4673
MEM 19.839844 1500956868.4674
MEM 19.839844 1500956868.4675
MEM 19.839844 1500956868.4676
MEM 19.839844 1500956868.4677
MEM 19.839844 1500956868.4678
MEM 19.839844 1500956868.4679
MEM 19.839844 1500956868.4680
MEM 19.839844 1500956868.4681
MEM 19.847656 1500956868.4681
MEM 19.859375 1500956868.4682
MEM 19.859375 1500956868.4683
MEM 19.859375 1500956868.4684
MEM 19.859375 1500956868.4685
MEM 19.859375 1500956868.4686
MEM 19.859375 1500956868.4687
MEM 19.859375 1500956868.4688
MEM 19.863281 1500956868.4689
MEM 19.871094 1500956868.4690
MEM 19.890625 1500956868.4691
MEM 19.894531 1500956868.4692
MEM 19.894531 1500956868.4693
MEM 19.910156 1500956868.4694
MEM 19.910156 1500956868.4695
MEM 19.910156 1500956868.4696
MEM 19.910156 1500956868.4697
MEM 19.910156 1500956868.4698
MEM 19.910156 1500956868.4698
MEM 19.910156 1500956868.4699
MEM 19.910156 1500956868.4700
MEM 19.910156 1500956868.4701
MEM 19.910156 1500956868.4702
MEM 19.910156 1500956868.4703
MEM 19.910156 1500956868.4704
MEM 19.910156 1500956868.4705
MEM 19.910156 1500956868.4706
MEM 19.910156 1500956868.4707
MEM 19.910156 1500956868.4708
MEM 19.910156 1500956868.4709
MEM 19.910156 1500956868.4709
MEM 19.910156 1500956868.4710
MEM 19.910156 1500956868.4711
MEM 19.925781 1500956868.4712
MEM 19.925781 1500956868.4713
MEM 19.925781 1500956868.4714
MEM 19.910156 1500956868.4715
MEM 19.910156 1500956868.4716
MEM 19.910156 1500956868.4717
MEM 19.910156 1500956868.4718
MEM 19.910156 1500956868.4719
MEM 19.910156 1500956868.4720
MEM 19.910156 1500956868.4720
MEM 19.910156 1500956868.4721
MEM 19.910156 1500956868.4722
MEM 19.910156 1500956868.4723
MEM 19.910156 1500956868.4724
MEM 19.910156 1500956868.4725
MEM 19.910156 1500956868.4726
MEM 19.968750 1500956868.4727
MEM 20.019531 1500956868.4728
MEM 20.019531 1500956868.4729
MEM 20.019531 1500956868.4730
MEM 19.960938 1500956868.4731
MEM 19.960938 1500956868.4732
MEM 19.960938 1500956868.4732
MEM 19.960938 1500956868.4733
MEM 19.960938 1500956868.4734
MEM 19.960938 1500956868.4736
MEM 19.960938 1500956868.4737
MEM 19.960938 1500956868.4738
MEM 19.960938 1500956868.4738
MEM 19.960938 1500956868.4739
MEM 19.960938 1500956868.4740
MEM 19.960938 1500956868.4741
MEM 19.988281 1500956868.4742
MEM 19.988281 1500956868.4743
MEM 19.988281 1500956868.4744
MEM 19.960938 1500956868.4745
MEM 19.960938 1500956868.4746
MEM 19.960938 1500956868.4747
MEM 19.960938 1500956868.4748
MEM 19.960938 1500956868.4749
MEM 19.960938 1500956868.4750
MEM 19.960938 1500956868.4751
MEM 19.960938 1500956868.4752
MEM 19.960938 1500956868.4752
MEM 19.960938 1500956868.4753
MEM 19.960938 1500956868.4754
MEM 19.960938 1500956868.4755
MEM 19.960938 1500956868.4756
MEM 19.984375 1500956868.4757
MEM 19.984375 1500956868.4758
MEM 19.984375 1500956868.4759
MEM 19.984375 1500956868.4760
MEM 19.960938 1500956868.4761
MEM 19.960938 1500956868.4762
MEM 19.960938 1500956868.4763
MEM 19.960938 1500956868.4764
MEM 19.960938 1500956868.4765
MEM 19.960938 1500956868.4766
MEM 19.960938 1500956868.4766
MEM 19.960938 1500956868.4767
MEM 19.960938 1500956868.4768
MEM 19.960938 1500956868.4769
MEM 19.960938 1500956868.4770
MEM 19.960938 1500956868.4771
MEM 19.960938 1500956868.4772
MEM 19.960938 1500956868.4773
MEM 19.992188 1500956868.4774
MEM 20.019531 1500956868.4775
MEM 20.023438 1500956868.4776
MEM 20.023438 1500956868.4777
MEM 19.992188 1500956868.4778
MEM 20.000000 1500956868.4779
MEM 20.000000 1500956868.4779
MEM 20.000000 1500956868.4780
MEM 20.000000 1500956868.4781
MEM 20.000000 1500956868.4782
MEM 20.000000 1500956868.4784
MEM 20.000000 1500956868.4785
MEM 20.000000 1500956868.4786
MEM 20.000000 1500956868.4787
MEM 20.000000 1500956868.4787
MEM 20.000000 1500956868.4788
MEM 20.000000 1500956868.4789
MEM 20.000000 1500956868.4790
MEM 20.000000 1500956868.4791
MEM 20.000000 1500956868.4792
MEM 20.000000 1500956868.4793
MEM 20.000000 1500956868.4794
MEM 20.000000 1500956868.4795
MEM 20.000000 1500956868.4796
MEM 20.000000 1500956868.4797
MEM 20.000000 1500956868.4798
MEM 20.000000 1500956868.4799
MEM 20.000000 1500956868.4800
MEM 20.000000 1500956868.4801
MEM 20.000000 1500956868.4801
MEM 20.000000 1500956868.4802
MEM 20.000000 1500956868.4803
MEM 20.000000 1500956868.4804
MEM 20.000000 1500956868.4805
MEM 20.000000 1500956868.4806
MEM 20.000000 1500956868.4807
MEM 20.000000 1500956868.4808
MEM 20.000000 1500956868.4809
MEM 20.000000 1500956868.4810
MEM 20.000000 1500956868.4811
MEM 20.000000 1500956868.4812
MEM 20.000000 1500956868.4813
MEM 20.000000 1500956868.4813
MEM 20.000000 1500956868.4814
MEM 20.000000 1500956868.4815
MEM 20.000000 1500956868.4816
MEM 20.000000 1500956868.4817
MEM 20.000000 1500956868.4818
MEM 20.000000 1500956868.4819
MEM 20.000000 1500956868.4820
MEM 20.000000 1500956868.4821
MEM 20.000000 1500956868.4822
MEM 20.000000 1500956868.4823
MEM 20.000000 1500956868.4824
MEM 20.000000 1500956868.4825
MEM 20.000000 1500956868.4825
MEM 20.000000 1500956868.4826
MEM 20.000000 1500956868.4827
MEM 20.000000 1500956868.4828
MEM 20.000000 1500956868.4829
MEM 20.000000 1500956868.4830
MEM 20.000000 1500956868.4831
MEM 20.000000 1500956868.4832
MEM 20.000000 1500956868.4833
MEM 20.000000 1500956868.4834
MEM 20.000000 1500956868.4835
MEM 20.000000 1500956868.4836
MEM 20.000000 1500956868.4837
MEM 20.000000 1500956868.4838
MEM 20.000000 1500956868.4839
MEM 20.000000 1500956868.4840
MEM 20.000000 1500956868.4841
MEM 20.000000 1500956868.4842
MEM 20.000000 1500956868.4843
MEM 20.000000 1500956868.4843
MEM 20.000000 1500956868.4844
MEM 20.000000 1500956868.4845
MEM 20.000000 1500956868.4846
MEM 20.007812 1500956868.4847
MEM 20.011719 1500956868.4848
MEM 20.011719 1500956868.4849
MEM 20.011719 1500956868.4850
MEM 20.011719 1500956868.4851
MEM 20.011719 1500956868.4852
MEM 20.011719 1500956868.4853
MEM 20.011719 1500956868.4854
MEM 20.011719 1500956868.4854
MEM 20.011719 1500956868.4855
MEM 20.011719 1500956868.4856
MEM 20.011719 1500956868.4857
MEM 20.011719 1500956868.4858
MEM 20.011719 1500956868.4859
MEM 20.011719 1500956868.4860
MEM 20.054688 1500956868.4861
MEM 20.062500 1500956868.4862
MEM 20.062500 1500956868.4863
MEM 20.039062 1500956868.4864
MEM 20.039062 1500956868.4865
MEM 20.039062 1500956868.4866
MEM 20.039062 1500956868.4866
MEM 20.039062 1500956868.4867
MEM 20.039062 1500956868.4868
MEM 20.039062 1500956868.4869
MEM 20.039062 1500956868.4870
MEM 20.039062 1500956868.4871
MEM 20.039062 1500956868.4872
MEM 20.039062 1500956868.4873
MEM 20.039062 1500956868.4874
MEM 20.039062 1500956868.4875
MEM 20.046875 1500956868.4876
MEM 20.046875 1500956868.4877
MEM 20.039062 1500956868.4878
MEM 20.039062 1500956868.4879
MEM 20.039062 1500956868.4880
MEM 20.039062 1500956868.4881
MEM 20.039062 1500956868.4882
MEM 20.039062 1500956868.4883
MEM 20.039062 1500956868.4884
MEM 20.039062 1500956868.4885
MEM 20.039062 1500956868.4886
MEM 20.039062 1500956868.4887
MEM 20.039062 1500956868.4887
MEM 20.039062 1500956868.4888
MEM 20.039062 1500956868.4889
MEM 20.039062 1500956868.4890
MEM 20.132812 1500956868.4891
MEM 20.132812 1500956868.4892
MEM 20.140625 1500956868.4893
MEM 20.144531 1500956868.4894
MEM 20.097656 1500956868.4895
MEM 20.097656 1500956868.4896
MEM 20.097656 1500956868.4897
MEM 20.097656 1500956868.4898
MEM 20.097656 1500956868.4899
MEM 20.097656 1500956868.4899
MEM 20.097656 1500956868.4900
MEM 20.097656 1500956868.4901
MEM 20.097656 1500956868.4902
MEM 20.097656 1500956868.4903
MEM 20.097656 1500956868.4904
MEM 20.097656 1500956868.4905
MEM 20.097656 1500956868.4906
MEM 20.097656 1500956868.4907
MEM 20.105469 1500956868.4908
MEM 20.105469 1500956868.4909
MEM 20.105469 1500956868.4910
MEM 20.097656 1500956868.4911
MEM 20.097656 1500956868.4911
MEM 20.097656 1500956868.4912
MEM 20.097656 1500956868.4913
MEM 20.097656 1500956868.4914
MEM 20.097656 1500956868.4915
MEM 20.097656 1500956868.4916
MEM 20.097656 1500956868.4917
MEM 20.097656 1500956868.4918
MEM 20.097656 1500956868.4919
MEM 20.097656 1500956868.4920
MEM 20.097656 1500956868.4921
MEM 20.097656 1500956868.4922
MEM 20.097656 1500956868.4923
MEM 20.097656 1500956868.4923
MEM 20.097656 1500956868.4924
MEM 20.097656 1500956868.4925
MEM 20.097656 1500956868.4927
MEM 20.097656 1500956868.4928
MEM 20.097656 1500956868.4929
MEM 20.097656 1500956868.4930
MEM 20.105469 1500956868.4930
MEM 20.113281 1500956868.4931
MEM 20.125000 1500956868.4932
MEM 20.148438 1500956868.4933
MEM 20.164062 1500956868.4934
MEM 20.179688 1500956868.4935
MEM 20.179688 1500956868.4936
MEM 20.183594 1500956868.4937
MEM 20.183594 1500956868.4938
MEM 20.183594 1500956868.4939
MEM 20.183594 1500956868.4940
MEM 20.183594 1500956868.4941
MEM 20.183594 1500956868.4941
MEM 20.183594 1500956868.4942
MEM 20.183594 1500956868.4943
MEM 20.183594 1500956868.4944
MEM 20.183594 1500956868.4945
MEM 20.183594 1500956868.4946
MEM 20.183594 1500956868.4947
MEM 20.183594 1500956868.4948
MEM 20.183594 1500956868.4949
MEM 20.183594 1500956868.4950
MEM 20.183594 1500956868.4951
MEM 20.183594 1500956868.4952
MEM 20.187500 1500956868.4953
MEM 20.187500 1500956868.4953
MEM 20.183594 1500956868.4954
MEM 20.183594 1500956868.4955
MEM 20.183594 1500956868.4956
MEM 20.183594 1500956868.4957
MEM 20.183594 1500956868.4958
MEM 20.183594 1500956868.4959
MEM 20.183594 1500956868.4960
MEM 20.183594 1500956868.4961
MEM 20.183594 1500956868.4962
MEM 20.183594 1500956868.4963
MEM 20.183594 1500956868.4964
MEM 20.183594 1500956868.4965
MEM 20.183594 1500956868.4966
MEM 20.183594 1500956868.4966
MEM 20.183594 1500956868.4967
MEM 20.183594 1500956868.4968
MEM 20.183594 1500956868.4969
MEM 20.187500 1500956868.4970
MEM 20.187500 1500956868.4971
MEM 20.183594 1500956868.4972
MEM 20.183594 1500956868.4973
MEM 20.183594 1500956868.4974
MEM 20.183594 1500956868.4975
MEM 20.183594 1500956868.4976
MEM 20.183594 1500956868.4977
MEM 20.183594 1500956868.4978
MEM 20.183594 1500956868.4979
MEM 20.183594 1500956868.4980
MEM 20.183594 1500956868.4981
MEM 20.183594 1500956868.4982
MEM 20.183594 1500956868.4983
MEM 20.191406 1500956868.4983
MEM 20.191406 1500956868.4984
MEM 20.183594 1500956868.4985
MEM 20.183594 1500956868.4986
MEM 20.183594 1500956868.4987
MEM 20.183594 1500956868.4988
MEM 20.183594 1500956868.4989
MEM 20.183594 1500956868.4990
MEM 20.183594 1500956868.4991
MEM 20.183594 1500956868.4992
MEM 20.183594 1500956868.4993
MEM 20.183594 1500956868.4994
MEM 20.183594 1500956868.4994
MEM 20.183594 1500956868.4996
MEM 20.183594 1500956868.4996
MEM 20.230469 1500956868.4997
MEM 20.269531 1500956868.4998
MEM 20.269531 1500956868.4999
MEM 20.222656 1500956868.5000
MEM 20.222656 1500956868.5001
MEM 20.222656 1500956868.5002
MEM 20.222656 1500956868.5003
MEM 20.222656 1500956868.5004
MEM 20.222656 1500956868.5005
MEM 20.222656 1500956868.5006
MEM 20.230469 1500956868.5007
MEM 20.238281 1500956868.5008
MEM 20.238281 1500956868.5008
MEM 20.238281 1500956868.5009
MEM 20.238281 1500956868.5010
MEM 20.238281 1500956868.5011
MEM 20.238281 1500956868.5012
MEM 20.238281 1500956868.5013
MEM 20.238281 1500956868.5014
MEM 20.238281 1500956868.5015
MEM 20.238281 1500956868.5016
MEM 20.238281 1500956868.5017
MEM 20.238281 1500956868.5018
MEM 20.250000 1500956868.5019
MEM 20.250000 1500956868.5019
MEM 20.250000 1500956868.5020
MEM 20.238281 1500956868.5022
MEM 20.238281 1500956868.5023
MEM 20.238281 1500956868.5024
MEM 20.238281 1500956868.5025
MEM 20.238281 1500956868.5026
MEM 20.238281 1500956868.5027
MEM 20.238281 1500956868.5027
MEM 20.238281 1500956868.5028
MEM 20.238281 1500956868.5029
MEM 20.238281 1500956868.5030
MEM 20.238281 1500956868.5031
MEM 20.238281 1500956868.5032
MEM 20.238281 1500956868.5033
MEM 20.238281 1500956868.5034
MEM 20.238281 1500956868.5035
MEM 20.238281 1500956868.5036
MEM 20.238281 1500956868.5037
MEM 20.238281 1500956868.5038
MEM 20.238281 1500956868.5039
MEM 20.242188 1500956868.5039
MEM 20.242188 1500956868.5040
MEM 20.238281 1500956868.5041
MEM 20.238281 1500956868.5042
MEM 20.238281 1500956868.5043
MEM 20.238281 1500956868.5044
MEM 20.238281 1500956868.5045
MEM 20.238281 1500956868.5046
MEM 20.238281 1500956868.5047
MEM 20.238281 1500956868.5048
MEM 20.238281 1500956868.5049
MEM 20.238281 1500956868.5050
MEM 20.238281 1500956868.5050
MEM 20.238281 1500956868.5051
MEM 20.242188 1500956868.5052
MEM 20.300781 1500956868.5053
MEM 20.300781 1500956868.5054
MEM 20.300781 1500956868.5055
MEM 20.246094 1500956868.5056
MEM 20.246094 1500956868.5057
MEM 20.246094 1500956868.5058
MEM 20.246094 1500956868.5059
MEM 20.246094 1500956868.5060
MEM 20.246094 1500956868.5061
MEM 20.246094 1500956868.5062
MEM 20.246094 1500956868.5062
MEM 20.246094 1500956868.5063
MEM 20.246094 1500956868.5064
MEM 20.246094 1500956868.5065
MEM 20.246094 1500956868.5066
MEM 20.261719 1500956868.5067
MEM 20.261719 1500956868.5068
MEM 20.246094 1500956868.5069
MEM 20.246094 1500956868.5070
MEM 20.246094 1500956868.5071
MEM 20.246094 1500956868.5072
MEM 20.246094 1500956868.5073
MEM 20.246094 1500956868.5074
MEM 20.246094 1500956868.5075
MEM 20.246094 1500956868.5076
MEM 20.246094 1500956868.5077
MEM 20.246094 1500956868.5078
MEM 20.246094 1500956868.5079
MEM 20.246094 1500956868.5080
MEM 20.246094 1500956868.5081
MEM 20.246094 1500956868.5081
MEM 20.281250 1500956868.5082
MEM 20.281250 1500956868.5083
MEM 20.281250 1500956868.5084
MEM 20.281250 1500956868.5085
MEM 20.246094 1500956868.5086
MEM 20.246094 1500956868.5087
MEM 20.246094 1500956868.5088
MEM 20.246094 1500956868.5089
MEM 20.257812 1500956868.5090
MEM 20.277344 1500956868.5091
MEM 20.289062 1500956868.5092
MEM 20.289062 1500956868.5092
MEM 20.289062 1500956868.5093
MEM 20.289062 1500956868.5094
MEM 20.289062 1500956868.5095
MEM 20.289062 1500956868.5096
MEM 20.289062 1500956868.5097
MEM 20.289062 1500956868.5098
MEM 20.289062 1500956868.5099
MEM 20.289062 1500956868.5100
MEM 20.289062 1500956868.5101
MEM 20.289062 1500956868.5102
MEM 20.289062 1500956868.5103
MEM 20.289062 1500956868.5104
MEM 20.289062 1500956868.5105
MEM 20.359375 1500956868.5105
MEM 20.386719 1500956868.5106
MEM 20.414062 1500956868.5107
MEM 20.414062 1500956868.5108
MEM 20.347656 1500956868.5109
MEM 20.347656 1500956868.5110
MEM 20.347656 1500956868.5111
MEM 20.347656 1500956868.5112
MEM 20.347656 1500956868.5113
MEM 20.347656 1500956868.5114
MEM 20.347656 1500956868.5115
MEM 20.347656 1500956868.5116
MEM 20.347656 1500956868.5117
MEM 20.347656 1500956868.5118
MEM 20.347656 1500956868.5119
MEM 20.347656 1500956868.5120
MEM 20.347656 1500956868.5121
MEM 20.347656 1500956868.5122
MEM 20.347656 1500956868.5123
MEM 20.429688 1500956868.5124
MEM 20.460938 1500956868.5124
MEM 20.460938 1500956868.5125
MEM 20.460938 1500956868.5126
MEM 20.402344 1500956868.5127
MEM 20.402344 1500956868.5128
MEM 20.402344 1500956868.5129
MEM 20.402344 1500956868.5130
MEM 20.402344 1500956868.5131
MEM 20.402344 1500956868.5132
MEM 20.402344 1500956868.5133
MEM 20.402344 1500956868.5134
MEM 20.402344 1500956868.5135
MEM 20.402344 1500956868.5136
MEM 20.402344 1500956868.5137
MEM 20.402344 1500956868.5137
MEM 20.402344 1500956868.5138
MEM 20.402344 1500956868.5139
MEM 20.402344 1500956868.5140
MEM 20.460938 1500956868.5141
MEM 20.484375 1500956868.5142
MEM 20.503906 1500956868.5143
MEM 20.503906 1500956868.5144
MEM 20.445312 1500956868.5145
MEM 20.449219 1500956868.5146
MEM 20.449219 1500956868.5147
MEM 20.449219 1500956868.5148
MEM 20.449219 1500956868.5148
MEM 20.449219 1500956868.5149
MEM 20.449219 1500956868.5150
MEM 20.449219 1500956868.5151
MEM 20.449219 1500956868.5152
MEM 20.449219 1500956868.5153
MEM 20.449219 1500956868.5154
MEM 20.449219 1500956868.5155
MEM 20.449219 1500956868.5156
MEM 20.449219 1500956868.5157
MEM 20.449219 1500956868.5158
MEM 20.507812 1500956868.5159
MEM 20.562500 1500956868.5160
MEM 20.562500 1500956868.5161
MEM 20.562500 1500956868.5161
MEM 20.503906 1500956868.5162
MEM 20.503906 1500956868.5163
MEM 20.503906 1500956868.5165
MEM 20.503906 1500956868.5166
MEM 20.503906 1500956868.5167
MEM 20.503906 1500956868.5168
MEM 20.503906 1500956868.5169
MEM 20.503906 1500956868.5169
MEM 20.503906 1500956868.5170
MEM 20.503906 1500956868.5171
MEM 20.503906 1500956868.5172
MEM 20.503906 1500956868.5173
MEM 20.503906 1500956868.5174
MEM 20.503906 1500956868.5175
MEM 20.562500 1500956868.5176
MEM 20.570312 1500956868.5177
MEM 20.582031 1500956868.5178
MEM 20.609375 1500956868.5179
MEM 20.609375 1500956868.5180
MEM 20.550781 1500956868.5180
MEM 20.550781 1500956868.5181
MEM 20.550781 1500956868.5182
MEM 20.550781 1500956868.5183
MEM 20.550781 1500956868.5184
MEM 20.550781 1500956868.5185
MEM 20.550781 1500956868.5186
MEM 20.550781 1500956868.5187
MEM 20.550781 1500956868.5188
MEM 20.550781 1500956868.5189
MEM 20.550781 1500956868.5190
MEM 20.550781 1500956868.5191
MEM 20.550781 1500956868.5191
MEM 20.550781 1500956868.5192
MEM 20.550781 1500956868.5193
MEM 20.550781 1500956868.5194
MEM 20.550781 1500956868.5195
MEM 20.550781 1500956868.5196
MEM 20.558594 1500956868.5197
MEM 20.558594 1500956868.5198
MEM 20.558594 1500956868.5199
MEM 20.550781 1500956868.5200
MEM 20.550781 1500956868.5201
MEM 20.550781 1500956868.5202
MEM 20.550781 1500956868.5203
MEM 20.550781 1500956868.5203
MEM 20.550781 1500956868.5204
MEM 20.550781 1500956868.5205
MEM 20.550781 1500956868.5206
MEM 20.550781 1500956868.5207
MEM 20.550781 1500956868.5208
MEM 20.550781 1500956868.5209
MEM 20.550781 1500956868.5210
MEM 20.558594 1500956868.5211
MEM 20.558594 1500956868.5212
MEM 20.550781 1500956868.5213
MEM 20.550781 1500956868.5214
MEM 20.550781 1500956868.5215
MEM 20.550781 1500956868.5216
MEM 20.550781 1500956868.5217
MEM 20.550781 1500956868.5218
MEM 20.550781 1500956868.5219
MEM 20.550781 1500956868.5220
MEM 20.550781 1500956868.5220
MEM 20.550781 1500956868.5221
MEM 20.566406 1500956868.5222
MEM 20.585938 1500956868.5223
MEM 20.609375 1500956868.5224
MEM 20.617188 1500956868.5225
MEM 20.617188 1500956868.5226
MEM 20.636719 1500956868.5227
MEM 20.656250 1500956868.5228
MEM 20.671875 1500956868.5229
MEM 20.699219 1500956868.5230
MEM 20.730469 1500956868.5231
MEM 20.765625 1500956868.5231
MEM 20.800781 1500956868.5232
MEM 20.832031 1500956868.5233
MEM 20.863281 1500956868.5234
MEM 20.902344 1500956868.5235
MEM 20.929688 1500956868.5236
MEM 20.968750 1500956868.5237
MEM 20.988281 1500956868.5238
MEM 20.988281 1500956868.5239
MEM 20.988281 1500956868.5240
MEM 20.988281 1500956868.5241
MEM 20.988281 1500956868.5242
MEM 20.988281 1500956868.5243
MEM 20.988281 1500956868.5243
MEM 20.988281 1500956868.5244
MEM 20.988281 1500956868.5245
MEM 20.988281 1500956868.5246
MEM 20.988281 1500956868.5247
MEM 20.988281 1500956868.5248
MEM 20.988281 1500956868.5249
MEM 20.988281 1500956868.5250
MEM 20.988281 1500956868.5251
MEM 20.988281 1500956868.5252
MEM 20.988281 1500956868.5253
MEM 20.988281 1500956868.5254
MEM 20.988281 1500956868.5254
MEM 20.988281 1500956868.5255
MEM 20.988281 1500956868.5256
MEM 20.988281 1500956868.5257
MEM 20.988281 1500956868.5258
MEM 20.988281 1500956868.5260
MEM 20.988281 1500956868.5260
MEM 20.988281 1500956868.5261
MEM 20.988281 1500956868.5262
MEM 20.988281 1500956868.5263
MEM 20.988281 1500956868.5264
MEM 20.988281 1500956868.5265
MEM 20.992188 1500956868.5266
MEM 21.007812 1500956868.5267
MEM 21.031250 1500956868.5268
MEM 21.050781 1500956868.5269
MEM 21.054688 1500956868.5270
MEM 21.054688 1500956868.5271
MEM 21.054688 1500956868.5272
MEM 21.054688 1500956868.5273
